,0,1,2,3,4,5,6,7
145,-7588.1708984375,-4071.995849609375,-5741.4921875,-5392.78271484375,-5659.751953125,-4738.591796875,-4939.80224609375,-5737.40185546875
146,-7588.88623046875,-4071.526611328125,-5742.20751953125,-5393.78857421875,-5660.08740234375,-4738.189453125,-4939.9365234375,-5736.82080078125
147,-7588.439453125,-4070.7890625,-5741.00048828125,-5393.22998046875,-5659.48388671875,-4737.34033203125,-4940.02587890625,-5736.1728515625
148,-7589.5791015625,-4072.08544921875,-5741.64892578125,-5393.9453125,-5660.26611328125,-4738.033203125,-4941.59033203125,-5737.7373046875
149,-7590.40625,-4073.024169921875,-5742.744140625,-5395.4873046875,-5660.91455078125,-4739.10595703125,-4943.06591796875,-5739.01123046875
150,-7590.71923828125,-4073.918212890625,-5743.7724609375,-5396.6943359375,-5662.3447265625,-4739.75439453125,-4944.3173828125,-5739.927734375
151,-7592.52978515625,-4078.031005859375,-5746.00732421875,-5398.482421875,-5665.541015625,-4741.609375,-4948.38525390625,-5743.63818359375
152,-7596.59765625,-4080.958984375,-5748.1533203125,-5401.455078125,-5668.91650390625,-4744.29150390625,-4951.939453125,-5746.61083984375
153,-7599.615234375,-4083.194091796875,-5749.94140625,-5403.77978515625,-5672.11279296875,-4745.8115234375,-4954.1748046875,-5748.9130859375
154,-7602.11865234375,-4086.1669921875,-5752.712890625,-5407.24462890625,-5674.794921875,-4748.44921875,-4957.482421875,-5751.1484375
155,-7603.25830078125,-4086.07763671875,-5753.16015625,-5407.98193359375,-5675.26416015625,-4748.9853515625,-4957.66162109375,-5750.74609375
156,-7603.4150390625,-4085.719970703125,-5754.07666015625,-5408.541015625,-5675.89013671875,-4749.455078125,-4957.37109375,-5751.1259765625
157,-7604.53271484375,-4087.955078125,-5755.79736328125,-5412.16162109375,-5677.8125,-4752.2265625,-4959.5166015625,-5752.712890625
158,-7606.8125,-4091.486572265625,-5758.23388671875,-5415.42529296875,-5679.5556640625,-4755.04296875,-4961.79638671875,-5754.7021484375
159,-7606.11962890625,-4090.7490234375,-5757.8984375,-5413.8828125,-5678.37109375,-4753.97021484375,-4961.5732421875,-5753.361328125
160,-7605.046875,-4089.519775390625,-5758.03271484375,-5412.60888671875,-5676.87353515625,-4753.4111328125,-4960.05322265625,-5751.9755859375
161,-7605.71728515625,-4090.212646484375,-5759.2841796875,-5413.61474609375,-5677.5439453125,-4755.31103515625,-4960.79052734375,-5753.20458984375
162,-7609.2490234375,-4094.593505859375,-5762.1455078125,-5417.83935546875,-5681.07568359375,-4759.28955078125,-4964.25537109375,-5756.62451171875
163,-7614.25537109375,-4100.40478515625,-5765.78857421875,-5422.35400390625,-5685.70263671875,-4762.68701171875,-4969.03857421875,-5759.91015625
164,-7615.619140625,-4102.193359375,-5766.9287109375,-5423.42724609375,-5686.5517578125,-4763.40234375,-4971.966796875,-5760.60302734375
165,-7617.4296875,-4104.20458984375,-5769.25341796875,-5425.59521484375,-5687.42333984375,-4765.70458984375,-4973.7548828125,-5762.525390625
166,-7617.630859375,-4105.47900390625,-5771.130859375,-5428.03173828125,-5687.46826171875,-4767.42578125,-4973.84423828125,-5764.04541015625
167,-7617.787109375,-4106.529296875,-5773.142578125,-5430.087890625,-5688.138671875,-4769.30322265625,-4974.60400390625,-5765.45361328125
168,-7618.94921875,-4108.63037109375,-5775.3330078125,-5432.63623046875,-5689.43505859375,-4771.33740234375,-4976.2802734375,-5767.353515625
169,-7620.9609375,-4111.60302734375,-5777.00927734375,-5434.02197265625,-5691.7373046875,-4772.70068359375,-4979.7001953125,-5769.923828125
170,-7618.79296875,-4109.47998046875,-5774.84130859375,-5430.892578125,-5689.43505859375,-4771.44921875,-4978.02392578125,-5768.40380859375
171,-7619.1953125,-4110.28466796875,-5776.71875,-5433.99951171875,-5690.3291015625,-4773.0361328125,-4978.42626953125,-5770.23681640625
172,-7621.765625,-4113.61474609375,-5779.62451171875,-5438.55908203125,-5694.576171875,-4775.76318359375,-4982.24853515625,-5772.82958984375
173,-7624.380859375,-4115.62646484375,-5779.9150390625,-5438.58154296875,-5697.75,-4776.14306640625,-4985.4892578125,-5774.0810546875
174,-7626.0126953125,-4117.3701171875,-5780.96533203125,-5439.54248046875,-5699.5830078125,-4776.7685546875,-4987.21044921875,-5774.953125
175,-7627.48779296875,-4118.59912109375,-5782.19482421875,-5441.263671875,-5700.521484375,-4777.6181640625,-4987.880859375,-5775.62353515625
176,-7628.31494140625,-4119.1357421875,-5782.44091796875,-5441.97900390625,-5701.23681640625,-4778.04296875,-4988.59619140625,-5777.23291015625
177,-7630.818359375,-4120.521484375,-5781.21142578125,-5440.79443359375,-5703.9638671875,-4778.0654296875,-4991.05517578125,-5778.9541015625
178,-7631.91357421875,-4119.1806640625,-5779.0654296875,-5436.97216796875,-5705.03662109375,-4775.87451171875,-4991.859375,-5778.86474609375
179,-7631.01953125,-4117.146484375,-5777.38916015625,-5434.0888671875,-5704.3212890625,-4773.95263671875,-4991.03271484375,-5777.9482421875
180,-7629.70068359375,-4115.42529296875,-5776.42822265625,-5434.06640625,-5703.62841796875,-4772.87939453125,-4989.5126953125,-5775.9140625
181,-7629.47705078125,-4117.25830078125,-5779.19970703125,-5438.42529296875,-5703.87451171875,-4774.91357421875,-4989.9150390625,-5776.47265625
182,-7630.08056640625,-4119.67236328125,-5781.81494140625,-5441.62158203125,-5704.74609375,-4777.439453125,-4991.345703125,-5778.41748046875
183,-7629.5888671875,-4119.3818359375,-5782.3291015625,-5441.55419921875,-5704.3212890625,-4777.9755859375,-4990.83154296875,-5778.84228515625
184,-7627.73388671875,-4118.21923828125,-5782.44091796875,-5440.74951171875,-5702.734375,-4778.04296875,-4988.64111328125,-5777.3447265625
185,-7629.0078125,-4120.3427734375,-5785.078125,-5442.8955078125,-5704.20947265625,-4780.1884765625,-4990.65283203125,-5778.64111328125
186,-7627.95703125,-4119.7841796875,-5785.7265625,-5442.38134765625,-5703.3154296875,-4781.171875,-4989.5126953125,-5778.39501953125
187,-7626.28076171875,-4119.24755859375,-5785.279296875,-5441.0625,-5700.90185546875,-4781.30615234375,-4988.3505859375,-5777.41162109375
188,-7624.89501953125,-4116.9677734375,-5783.78173828125,-5439.38623046875,-5698.3759765625,-4780.009765625,-4985.60107421875,-5776.45068359375
189,-7624.09033203125,-4114.576171875,-5781.99365234375,-5437.97802734375,-5696.81103515625,-4777.8642578125,-4983.5224609375,-5775.51171875
190,-7624.1796875,-4115.1796875,-5781.81494140625,-5438.20166015625,-5698.1748046875,-4777.28271484375,-4985.51171875,-5776.0703125
191,-7624.67138671875,-4117.50390625,-5782.708984375,-5439.76611328125,-5700.5439453125,-4777.95361328125,-4988.59619140625,-5777.25537109375
192,-7623.86669921875,-4117.75,-5781.56884765625,-5439.05078125,-5700.45458984375,-4777.70751953125,-4988.08203125,-5776.271484375
193,-7621.85498046875,-4114.03955078125,-5778.19384765625,-5434.17822265625,-5697.03466796875,-4775.0478515625,-4984.1484375,-5773.5224609375
